Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wharawhara Water Stn,1567,B75581,-37.57227,175.86206,132,H,N/A
Tauranga Aero Aws,1615,B76624,-37.673,176.196,4,G,Metservice
Whakamarama,1617,B76701,-37.73206,176.00218,255,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Station,Date(NZST),Percent(%),Depth(cm)

Evaporation (Priestley-Taylor ET)
Station,Date(NZST),Amount(mm),Period(Hrs),Type
1615,20110504:0900,1.5,24,T
1615,20110505:0900,1.3,24,T
1615,20110506:0900,1.6,24,T
1615,20110507:0900,0.9,24,T
1615,20110508:0900,1.5,24,T
1615,20110509:0900,1.3,24,T
1615,20110510:0900,1.0,24,T
1615,20110511:0900,0.7,24,T
1615,20110512:0900,0.3,24,T
1615,20110513:0900,1.3,24,T
1615,20110514:0900,1.1,24,T
1615,20110515:0900,1.1,24,T
1615,20110516:0900,0.6,24,T
1615,20110517:0900,0.8,24,T
1615,20110518:0900,0.8,24,T
1615,20110519:0900,0.7,24,T
1615,20110520:0900,0.7,24,T
1615,20110521:0900,0.5,24,T
1615,20110522:0900,0.8,24,T
1615,20110523:0900,0.9,24,T
1615,20110524:0900,0.8,24,T
1615,20110525:0900,0.8,24,T
1615,20110526:0900,0.6,24,T
1615,20110527:0900,0.1,24,T
1615,20110528:0900,0.6,24,T
1615,20110529:0900,0.6,24,T
1615,20110530:0900,0.5,24,T
1615,20110531:0900,0.4,24,T
1615,20110601:0900,0.4,24,T
1615,20110602:0900,0.6,24,T
1615,20110603:0900,0.5,24,T
1615,20110604:0900,0.1,24,T
1615,20110605:0900,0.1,24,T
1615,20110606:0900,0.7,24,T
1615,20110607:0900,0.3,24,T
1615,20110608:0900,0.5,24,T
1615,20110609:0900,0.6,24,T
1615,20110610:0900,0.3,24,T
1615,20110611:0900,0.1,24,T
1615,20110612:0900,0.2,24,T
1615,20110613:0900,0.4,24,T
1615,20110614:0900,0.3,24,T
1615,20110615:0900,0.3,24,T
1615,20110616:0900,0.3,24,T
1615,20110617:0900,0.4,24,T
1615,20110618:0900,0.1,24,T
1615,20110619:0900,0.3,24,T
1615,20110620:0900,0.3,24,T
1615,20110621:0900,0.2,24,T
1615,20110622:0900,0.4,24,T
1615,20110623:0900,0.4,24,T
1615,20110624:0900,0.1,24,T
1615,20110625:0900,0.2,24,T
1615,20110626:0900,0.4,24,T
1615,20110627:0900,0.3,24,T
1615,20110628:0900,0.2,24,T
1615,20110629:0900,0.3,24,T
1615,20110630:0900,0.2,24,T
1615,20110701:0900,0.2,24,T
1615,20110702:0900,0.2,24,T
1615,20110703:0900,0.2,24,T
1615,20110704:0900,0.1,24,T
1615,20110705:0900,0.2,24,T
1615,20110706:0900,0.3,24,T
1615,20110707:0900,0.3,24,T
1615,20110708:0900,0.3,24,T
1615,20110709:0900,0.3,24,T
1615,20110710:0900,0.4,24,T
1615,20110711:0900,0.4,24,T
1615,20110712:0900,0.3,24,T
1615,20110713:0900,0.4,24,T
1615,20110714:0900,0.5,24,T
1615,20110715:0900,0.1,24,T
1615,20110716:0900,0.4,24,T
1615,20110717:0900,0.3,24,T
1615,20110718:0900,0.5,24,T
1615,20110719:0900,0.4,24,T
1615,20110720:0900,0.5,24,T
1615,20110721:0900,0.2,24,T
1615,20110722:0900,0.2,24,T
1615,20110723:0900,0.3,24,T
1615,20110724:0900,0.5,24,T
1615,20110725:0900,0.6,24,T
1615,20110726:0900,0.4,24,T
1615,20110727:0900,0.4,24,T
1615,20110728:0900,0.4,24,T
1615,20110729:0900,0.6,24,T
1615,20110730:0900,0.5,24,T
1615,20110731:0900,0.7,24,T
1615,20110801:0900,0.7,24,T
1615,20110802:0900,0.5,24,T
1615,20110803:0900,0.5,24,T
1615,20110804:0900,0.6,24,T
1615,20110805:0900,0.8,24,T
1615,20110806:0900,0.9,24,T
1615,20110807:0900,0.5,24,T
1615,20110808:0900,0.6,24,T
1615,20110809:0900,0.7,24,T
1615,20110810:0900,0.9,24,T
1615,20110811:0900,0.9,24,T
1615,20110812:0900,0.8,24,T
1615,20110813:0900,1.1,24,T
1615,20110814:0900,1.0,24,T
1615,20110815:0900,1.1,24,T
1615,20110816:0900,0.8,24,T
1615,20110817:0900,0.9,24,T
1615,20110818:0900,0.9,24,T
1615,20110819:0900,1.0,24,T
1615,20110820:0900,0.9,24,T
1615,20110821:0900,1.3,24,T
1615,20110822:0900,1.3,24,T
1615,20110823:0900,1.4,24,T
1615,20110824:0900,1.6,24,T
1615,20110825:0900,1.3,24,T
1615,20110826:0900,1.1,24,T
1615,20110827:0900,1.7,24,T
1615,20110828:0900,1.3,24,T
1615,20110829:0900,1.9,24,T
1615,20110830:0900,0.8,24,T
1615,20110831:0900,1.1,24,T
1615,20110901:0900,1.9,24,T
1615,20110902:0900,1.5,24,T
1615,20110903:0900,1.5,24,T
1615,20110904:0900,1.8,24,T
1615,20110905:0900,2.1,24,T
1615,20110906:0900,2.1,24,T
1615,20110907:0900,2.2,24,T
1615,20110908:0900,2.0,24,T
1615,20110909:0900,1.6,24,T
1615,20110910:0900,2.3,24,T
1615,20110911:0900,2.2,24,T
1615,20110912:0900,0.4,24,T
1615,20110913:0900,2.1,24,T
1615,20110914:0900,2.1,24,T
1615,20110915:0900,2.1,24,T
1615,20110916:0900,1.7,24,T
1615,20110917:0900,1.9,24,T
1615,20110918:0900,1.9,24,T
1615,20110919:0900,1.6,24,T
1615,20110920:0900,1.4,24,T
1615,20110921:0900,2.3,24,T
1615,20110922:0900,2.4,24,T
1615,20110923:0900,2.2,24,T
1615,20110924:0900,2.9,24,T
1615,20110925:0800,2.6,24,T
1615,20110926:0800,0.9,24,T
1615,20110927:0800,2.8,24,T
1615,20110928:0800,2.3,24,T
1615,20110929:0800,2.3,24,T
1615,20110930:0800,2.9,24,T
1615,20111001:0800,3.2,24,T
1615,20111002:0800,1.6,24,T
1615,20111003:0800,2.1,24,T
1615,20111004:0800,0.4,24,T
1615,20111005:0800,4.0,24,T
1615,20111006:0800,3.8,24,T
1615,20111007:0800,3.7,24,T
1615,20111008:0800,3.5,24,T
1615,20111009:0800,2.1,24,T
1615,20111010:0800,2.7,24,T
1615,20111011:0800,1.8,24,T
1615,20111012:0800,1.6,24,T
1615,20111013:0800,0.9,24,T
1615,20111015:0800,3.3,24,T
1615,20111016:0800,3.4,24,T
1615,20111017:0800,3.3,24,T
1615,20111018:0800,1.9,24,T
1615,20111019:0800,2.4,24,T
1615,20111020:0800,3.0,24,T
1615,20111021:0800,2.8,24,T
1615,20111022:0800,4.4,24,T
1615,20111023:0800,2.6,24,T
1615,20111024:0800,2.0,24,T
1615,20111025:0800,4.7,24,T
1615,20111026:0800,4.7,24,T
1615,20111027:0800,3.6,24,T
1615,20111028:0800,2.6,24,T
1615,20111029:0800,2.6,24,T
1615,20111030:0800,1.9,24,T
1615,20111031:0800,5.1,24,T
1615,20111101:0800,4.3,24,T
1615,20111102:0800,2.3,24,T
1615,20111103:0800,5.3,24,T
1615,20111104:0800,4.8,24,T
1615,20111105:0800,4.7,24,T
1615,20111106:0800,3.3,24,T
1615,20111107:0800,2.9,24,T
1615,20111108:0800,5.3,24,T
1615,20111109:0800,3.5,24,T
1615,20111110:0800,3.8,24,T
1615,20111111:0800,4.8,24,T
1615,20111112:0800,4.9,24,T
1615,20111113:0800,3.5,24,T
1615,20111114:0800,5.4,24,T
1615,20111115:0800,5.5,24,T
1615,20111116:0800,5.4,24,T
1615,20111117:0800,4.4,24,T
1615,20111118:0800,3.9,24,T
1615,20111119:0800,4.6,24,T
1615,20111120:0800,5.5,24,T
1615,20111121:0800,5.2,24,T
1615,20111122:0800,5.1,24,T
1615,20111123:0800,4.7,24,T
1615,20111124:0800,3.8,24,T
1615,20111125:0800,4.8,24,T
1615,20111126:0800,4.4,24,T
1615,20111127:0800,5.4,24,T
1615,20111128:0800,5.8,24,T
1615,20111129:0800,5.4,24,T
1615,20111130:0800,3.1,24,T
1615,20111201:0800,5.4,24,T
1615,20111202:0800,4.8,24,T
1615,20111203:0800,5.0,24,T
1615,20111204:0800,4.8,24,T
1615,20111205:0800,2.2,24,T
1615,20111206:0800,6.1,24,T
1615,20111207:0800,5.7,24,T
1615,20111208:0800,5.2,24,T
1615,20111209:0800,6.5,24,T
1615,20111210:0800,6.3,24,T
1615,20111211:0800,3.4,24,T
1615,20111212:0800,4.3,24,T
1615,20111213:0800,1.8,24,T
1615,20111214:0800,2.9,24,T
1615,20111215:0800,3.2,24,T
1615,20111216:0800,0.8,24,T
1615,20111217:0800,5.4,24,T
1615,20111218:0800,4.7,24,T
1615,20111219:0800,1.3,24,T
1615,20111220:0800,3.4,24,T
1615,20111221:0800,5.0,24,T
1615,20111222:0800,6.2,24,T
1615,20111223:0800,4.0,24,T
1615,20111224:0800,4.7,24,T
1615,20111225:0800,6.1,24,T
1615,20111226:0800,5.3,24,T
1615,20111227:0800,3.5,24,T
1615,20111228:0800,5.1,24,T
1615,20111229:0800,5.2,24,T
1615,20111230:0800,2.6,24,T
1615,20111231:0800,0.8,24,T
1615,20120101:0800,0.8,24,T
1615,20120102:0800,4.2,24,T
1615,20120103:0800,5.5,24,T
1615,20120104:0800,2.4,24,T
1615,20120105:0800,3.7,24,T
1615,20120106:0800,5.4,24,T
1615,20120107:0800,5.4,24,T
1615,20120108:0800,1.4,24,T
1615,20120109:0800,2.7,24,T
1615,20120110:0800,5.8,24,T
1615,20120111:0800,4.2,24,T
1615,20120112:0800,6.2,24,T
1615,20120113:0800,4.6,24,T
1615,20120114:0800,5.6,24,T
1615,20120115:0800,5.1,24,T
1615,20120116:0800,5.5,24,T
1615,20120117:0800,5.6,24,T
1615,20120118:0800,4.6,24,T
1615,20120119:0800,3.1,24,T
1615,20120120:0800,4.9,24,T
1615,20120121:0800,4.8,24,T
1615,20120122:0800,5.7,24,T
1615,20120123:0800,2.0,24,T
1615,20120124:0800,5.3,24,T
1615,20120125:0800,5.4,24,T
1615,20120126:0800,6.1,24,T
1615,20120127:0800,6.0,24,T
1615,20120128:0800,2.0,24,T
1615,20120129:0800,5.2,24,T
1615,20120130:0800,5.1,24,T
1615,20120131:0800,4.1,24,T
1615,20120201:0800,5.7,24,T
1615,20120202:0800,5.0,24,T
1615,20120203:0800,2.6,24,T
1615,20120204:0800,2.7,24,T
1615,20120205:0800,5.0,24,T
1615,20120206:0800,4.7,24,T
1615,20120207:0800,2.2,24,T
1615,20120208:0800,5.2,24,T
1615,20120209:0800,4.9,24,T
1615,20120210:0800,4.5,24,T
1615,20120211:0800,4.7,24,T
1615,20120212:0800,5.2,24,T
1615,20120213:0800,2.7,24,T
1615,20120214:0800,2.7,24,T
1615,20120215:0800,4.2,24,T
1615,20120216:0800,1.6,24,T
1615,20120217:0800,5.6,24,T
1615,20120218:0800,1.8,24,T
1615,20120219:0800,5.9,24,T
1615,20120220:0800,5.3,24,T
1615,20120221:0800,3.6,24,T
1615,20120222:0800,4.3,24,T
1615,20120223:0800,1.8,24,T
1615,20120224:0800,1.0,24,T
1615,20120225:0800,4.1,24,T
1615,20120226:0800,3.5,24,T
1615,20120227:0800,4.6,24,T
1615,20120228:0800,3.9,24,T
1615,20120229:0800,2.7,24,T
1615,20120301:0800,2.8,24,T
1615,20120302:0800,4.8,24,T
1615,20120303:0800,1.5,24,T
1615,20120304:0800,3.2,24,T
1615,20120305:0800,2.9,24,T
1615,20120306:0800,3.7,24,T
1615,20120307:0800,3.9,24,T
1615,20120308:0800,2.4,24,T
1615,20120309:0800,1.6,24,T
1615,20120310:0800,3.6,24,T
1615,20120311:0800,2.7,24,T
1615,20120312:0800,0.9,24,T
1615,20120313:0800,2.5,24,T
1615,20120314:0800,3.5,24,T
1615,20120315:0800,3.4,24,T
1615,20120316:0800,2.2,24,T
1615,20120317:0800,3.4,24,T
1615,20120318:0800,3.3,24,T
1615,20120319:0800,2.3,24,T
1615,20120320:0800,0.7,24,T
1615,20120321:0800,2.4,24,T
1615,20120322:0800,1.3,24,T
1615,20120323:0800,3.2,24,T
1615,20120324:0800,3.7,24,T
1615,20120325:0800,1.7,24,T
1615,20120326:0800,3.4,24,T
1615,20120327:0800,3.2,24,T
1615,20120328:0800,3.0,24,T
1615,20120329:0800,3.3,24,T
1615,20120330:0800,2.9,24,T
1615,20120331:0800,2.7,24,T
1615,20120401:0900,3.0,24,T
1615,20120402:0900,2.2,24,T
1615,20120403:0900,1.2,24,T
1615,20120405:0900,2.7,24,T
1615,20120406:0900,2.8,24,T
1615,20120407:0900,2.4,24,T
1615,20120408:0900,2.0,24,T
1615,20120409:0900,1.9,24,T
1615,20120410:0900,2.7,24,T
1615,20120411:0900,2.6,24,T
1615,20120412:0900,1.9,24,T
1615,20120413:0900,1.8,24,T
1615,20120414:0900,2.1,24,T
1615,20120415:0900,2.4,24,T
1615,20120416:0900,2.1,24,T
1615,20120417:0900,1.5,24,T
1615,20120418:0900,2.0,24,T
1615,20120419:0900,1.8,24,T
1615,20120420:0900,1.5,24,T
1615,20120421:0900,1.8,24,T
1615,20120422:0900,1.7,24,T
1615,20120423:0900,1.7,24,T
1615,20120424:0900,1.3,24,T
1615,20120425:0900,1.4,24,T
1615,20120426:0900,1.2,24,T
1615,20120427:0900,1.5,24,T
1615,20120428:0900,1.3,24,T
1615,20120429:0900,1.2,24,T
1615,20120430:0900,0.9,24,T
1615,20120501:0900,0.9,24,T
1615,20120502:0900,1.3,24,T
1615,20120503:0900,1.0,24,T
1615,20120504:0900,1.0,24,T
1615,20120505:0900,1.1,24,T
1615,20120506:0900,1.1,24,T
1615,20120507:0900,1.1,24,T
1615,20120508:0900,0.9,24,T
1615,20120509:0900,0.8,24,T
1615,20120510:0900,0.4,24,T
1615,20120511:0900,1.4,24,T
1615,20120512:0900,1.1,24,T
1615,20120513:0900,0.9,24,T
1615,20120514:0900,0.5,24,T
1615,20120515:0900,0.3,24,T
1615,20120516:0900,0.6,24,T
1615,20120517:0900,0.6,24,T
1615,20120518:0900,0.5,24,T
1615,20120519:0900,0.9,24,T
1615,20120520:0900,0.8,24,T
1615,20120521:0900,0.6,24,T
1615,20120522:0900,0.6,24,T
1615,20120523:0900,0.5,24,T
1615,20120524:0900,0.6,24,T
1615,20120525:0900,0.6,24,T
1615,20120526:0900,0.5,24,T
1615,20120527:0900,0.4,24,T
1615,20120528:0900,0.5,24,T
1615,20120529:0900,0.4,24,T
1615,20120530:0900,0.5,24,T
1615,20120531:0900,0.2,24,T
1615,20120601:0900,0.6,24,T
1615,20120602:0900,0.3,24,T
1615,20120603:0900,0.4,24,T
1615,20120604:0900,0.4,24,T
1615,20120605:0900,0.5,24,T
1615,20120606:0900,0.1,24,T
1615,20120607:0900,0.4,24,T
1615,20120608:0900,0.4,24,T
1615,20120609:0900,0.3,24,T
1615,20120610:0900,0.4,24,T
1615,20120611:0900,0.2,24,T
1615,20120612:0900,0.4,24,T
1615,20120613:0900,0.2,24,T
1615,20120614:0900,0.1,24,T
1615,20120615:0900,0.2,24,T
1615,20120616:0900,0.1,24,T
1615,20120617:0900,0.1,24,T
1615,20120618:0900,0.1,24,T
1615,20120619:0900,0.1,24,T
1615,20120620:0900,0.3,24,T
1615,20120621:0900,0.4,24,T
1615,20120622:0900,0.3,24,T
1615,20120623:0900,0.4,24,T
1615,20120624:0900,0.3,24,T
1615,20120625:0900,0.4,24,T
1615,20120626:0900,0.3,24,T
1615,20120627:0900,0.3,24,T
1615,20120628:0900,0.2,24,T
1615,20120629:0900,0.2,24,T
1615,20120630:0900,0.3,24,T
1615,20120701:0900,0.1,24,T
1615,20120702:0900,0.2,24,T
1615,20120703:0900,0.1,24,T
1615,20120704:0900,0.1,24,T
1615,20120705:0900,0.2,24,T
1615,20120706:0900,0.4,24,T
1615,20120707:0900,0.4,24,T
1615,20120708:0900,0.3,24,T
1615,20120709:0900,0.2,24,T
1615,20120710:0900,0.3,24,T
1615,20120711:0900,0.3,24,T
1615,20120712:0900,0.2,24,T
1615,20120713:0900,0.3,24,T
1615,20120714:0900,0.4,24,T
1615,20120715:0900,0.4,24,T
1615,20120716:0900,0.1,24,T
1615,20120717:0900,0.1,24,T
1615,20120718:0900,0.5,24,T
1615,20120719:0900,0.4,24,T
1615,20120720:0900,0.5,24,T
1615,20120721:0900,0.6,24,T
1615,20120722:0900,0.3,24,T
1615,20120723:0900,0.1,24,T
1615,20120724:0900,0.1,24,T
1615,20120725:0900,0.6,24,T
1615,20120726:0900,0.4,24,T
1615,20120727:0900,0.7,24,T
1615,20120728:0900,0.6,24,T
1615,20120729:0900,0.5,24,T
1615,20120730:0900,0.7,24,T
1615,20120731:0900,0.3,24,T
1615,20120801:0900,0.7,24,T
1615,20120802:0900,0.7,24,T
1615,20120803:0900,0.4,24,T
1615,20120804:0900,0.6,24,T
1615,20120805:0900,0.4,24,T
1615,20120806:0900,0.5,24,T
1615,20120807:0900,0.6,24,T
1615,20120808:0900,0.8,24,T
1615,20120809:0900,0.8,24,T
1615,20120810:0900,1.0,24,T
1615,20120811:0900,1.1,24,T
1615,20120812:0900,1.2,24,T
1615,20120813:0900,0.6,24,T
1615,20120814:0900,1.2,24,T
1615,20120815:0900,1.2,24,T
1615,20120816:0900,1.0,24,T
1615,20120817:0900,0.9,24,T
1615,20120818:0900,1.1,24,T
1615,20120819:0900,1.4,24,T
1615,20120820:0900,0.6,24,T
1615,20120821:0900,1.0,24,T
1615,20120822:0900,1.4,24,T
1615,20120823:0900,1.4,24,T
1615,20120824:0900,1.5,24,T
1615,20120825:0900,1.7,24,T
1615,20120826:0900,1.4,24,T
1615,20120827:0900,1.4,24,T
1615,20120828:0900,1.0,24,T
1615,20120829:0900,1.6,24,T
1615,20120830:0900,1.6,24,T
1615,20120831:0900,1.6,24,T
1615,20120901:0900,1.9,24,T
1615,20120902:0900,1.7,24,T
1615,20120903:0900,1.0,24,T
1615,20120904:0900,0.5,24,T
1615,20120905:0900,1.8,24,T
1615,20120906:0900,1.6,24,T
1615,20120907:0900,2.1,24,T
1615,20120908:0900,2.0,24,T
1615,20120909:0900,1.7,24,T
1615,20120910:0900,1.9,24,T
1615,20120911:0900,2.1,24,T
1615,20120912:0900,2.3,24,T
1615,20120913:0900,2.0,24,T
1615,20120914:0900,2.1,24,T
1615,20120915:0900,2.4,24,T
1615,20120916:0900,1.1,24,T
1615,20120917:0900,0.4,24,T
1615,20120918:0900,2.3,24,T
1615,20120919:0900,2.1,24,T
1615,20120920:0900,1.6,24,T
1615,20120921:0900,1.8,24,T
1615,20120922:0900,2.7,24,T
1615,20120923:0900,2.7,24,T
1615,20120924:0900,2.3,24,T
1615,20120925:0900,2.2,24,T
1615,20120926:0900,1.6,24,T
1615,20120928:0900,1.4,24,T
1615,20120929:0900,1.6,24,T
1615,20120930:0800,3.5,24,T
1615,20121001:0800,3.2,24,T
1615,20121002:0800,2.3,24,T
1615,20121003:0800,2.5,24,T
1615,20121004:0800,2.9,24,T
1615,20121005:0800,2.4,24,T
1615,20121006:0800,2.1,24,T
1615,20121007:0800,4.0,24,T
1615,20121008:0800,3.1,24,T
1615,20121009:0800,0.6,24,T
1615,20121010:0800,2.5,24,T
1615,20121011:0800,2.5,24,T
1615,20121012:0800,3.8,24,T
1615,20121013:0800,3.5,24,T
1615,20121014:0800,1.3,24,T
1615,20121015:0800,3.1,24,T
1615,20121016:0800,3.4,24,T
1615,20121017:0800,4.0,24,T
1615,20121018:0800,3.1,24,T
1615,20121019:0800,2.8,24,T
1615,20121020:0800,3.8,24,T
1615,20121021:0800,3.5,24,T
1615,20121022:0800,0.5,24,T
1615,20121023:0800,3.6,24,T
1615,20121024:0800,1.5,24,T
1615,20121025:0800,3.8,24,T
1615,20121026:0800,3.1,24,T
1615,20121027:0800,4.2,24,T
1615,20121028:0800,4.3,24,T
1615,20121029:0800,3.9,24,T
1615,20121030:0800,3.7,24,T
1615,20121031:0800,4.6,24,T
1615,20121101:0800,4.9,24,T
1615,20121102:0800,5.1,24,T
1615,20121103:0800,4.3,24,T
1615,20121104:0800,2.1,24,T
1615,20121105:0800,4.7,24,T
1615,20121106:0800,4.3,24,T
1615,20121107:0800,3.0,24,T
1615,20121108:0800,4.1,24,T
1615,20121109:0800,4.2,24,T
1615,20121110:0800,4.1,24,T
1615,20121111:0800,5.2,24,T
1615,20121112:0800,2.4,24,T
1615,20121113:0800,3.1,24,T
1615,20121114:0800,2.2,24,T
1615,20121115:0800,4.0,24,T
1615,20121116:0800,2.4,24,T
1615,20121117:0800,4.5,24,T
1615,20121118:0800,1.1,24,T
1615,20121119:0800,5.0,24,T
1615,20121120:0800,4.5,24,T
1615,20121121:0800,5.1,24,T
1615,20121122:0800,5.4,24,T
1615,20121123:0800,5.7,24,T
1615,20121124:0800,4.6,24,T
1615,20121125:0800,5.1,24,T
1615,20121126:0800,5.9,24,T
1615,20121127:0800,4.5,24,T
1615,20121128:0800,6.1,24,T
1615,20121129:0800,4.5,24,T
1615,20121130:0800,3.5,24,T
1615,20121201:0800,4.0,24,T
1615,20121202:0800,5.3,24,T
1615,20121203:0800,3.6,24,T
1615,20121204:0800,4.8,24,T
1615,20121205:0800,3.7,24,T
1615,20121206:0800,1.8,24,T
1615,20121207:0800,2.6,24,T
1615,20121208:0800,4.0,24,T
1615,20121209:0800,5.7,24,T
1615,20121210:0800,6.2,24,T
1615,20121211:0800,6.3,24,T
1615,20121212:0800,6.4,24,T
1615,20121213:0800,4.6,24,T
1615,20121214:0800,2.0,24,T
1615,20121215:0800,4.8,24,T
1615,20121216:0800,6.5,24,T
1615,20121217:0800,6.2,24,T
1615,20121218:0800,2.6,24,T
1615,20121219:0800,4.6,24,T
1615,20121220:0800,5.3,24,T
1615,20121221:0800,4.7,24,T
1615,20121222:0800,4.0,24,T
1615,20121223:0800,5.6,24,T
1615,20121224:0800,2.8,24,T
1615,20121225:0800,3.5,24,T
1615,20121226:0800,3.2,24,T
1615,20121227:0800,4.2,24,T
1615,20121228:0800,5.7,24,T
1615,20121229:0800,1.8,24,T
1615,20121230:0800,6.6,24,T
1615,20121231:0800,3.2,24,T
1615,20130101:0800,5.9,24,T
1615,20130102:0800,5.8,24,T
1615,20130103:0800,5.9,24,T
1615,20130104:0800,1.9,24,T
1615,20130105:0800,5.8,24,T
1615,20130106:0800,6.1,24,T
1615,20130107:0800,3.2,24,T
1615,20130108:0800,7.2,24,T
1615,20130109:0800,4.4,24,T
1615,20130110:0800,6.3,24,T
1615,20130111:0800,6.6,24,T
1615,20130112:0800,5.1,24,T
1615,20130113:0800,6.4,24,T
1615,20130114:0800,5.6,24,T
1615,20130115:0800,3.1,24,T
1615,20130116:0800,3.6,24,T
1615,20130117:0800,4.4,24,T
1615,20130118:0800,4.0,24,T
1615,20130119:0800,4.7,24,T
1615,20130120:0800,4.8,24,T
1615,20130121:0800,6.3,24,T
1615,20130122:0800,5.0,24,T
1615,20130123:0800,6.2,24,T
1615,20130124:0800,5.5,24,T
1615,20130125:0800,5.8,24,T
1615,20130126:0800,5.0,24,T
1615,20130127:0800,5.6,24,T
1615,20130128:0800,5.6,24,T
1615,20130129:0800,5.8,24,T
1615,20130130:0800,5.7,24,T
1615,20130131:0800,5.9,24,T
1615,20130201:0800,5.5,24,T
1615,20130202:0800,4.0,24,T
1615,20130203:0800,5.6,24,T
1615,20130204:0800,4.2,24,T
1615,20130205:0800,2.2,24,T
1615,20130206:0800,3.9,24,T
1615,20130207:0800,4.9,24,T
1615,20130208:0800,5.3,24,T
1615,20130209:0800,5.5,24,T
1615,20130210:0800,5.7,24,T
1615,20130211:0800,5.7,24,T
1615,20130212:0800,5.7,24,T
1615,20130213:0800,5.4,24,T
1615,20130214:0800,3.9,24,T
1615,20130215:0800,5.3,24,T
1615,20130216:0800,4.6,24,T
1615,20130217:0800,5.6,24,T
1615,20130218:0800,5.4,24,T
1615,20130219:0800,4.8,24,T
1615,20130220:0800,5.2,24,T
1615,20130221:0800,3.8,24,T
1615,20130222:0800,5.2,24,T
1615,20130223:0800,4.0,24,T
1615,20130224:0800,4.8,24,T
1615,20130225:0800,4.4,24,T
1615,20130226:0800,4.3,24,T
1615,20130227:0800,4.6,24,T
1615,20130228:0800,4.5,24,T
1615,20130301:0800,4.3,24,T
1615,20130302:0800,4.7,24,T
1615,20130303:0800,4.5,24,T
1615,20130304:0800,4.2,24,T
1615,20130305:0800,4.5,24,T
1615,20130306:0800,1.6,24,T
1615,20130307:0800,3.2,24,T
1615,20130308:0800,4.3,24,T
1615,20130309:0800,4.3,24,T
1615,20130310:0800,4.2,24,T
1615,20130311:0800,4.2,24,T
1615,20130312:0800,3.9,24,T
1615,20130313:0800,4.0,24,T
1615,20130314:0800,3.4,24,T
1615,20130315:0800,3.1,24,T
1615,20130316:0800,3.5,24,T
1615,20130317:0800,2.6,24,T
1615,20130318:0800,1.0,24,T
1615,20130319:0800,4.1,24,T
1615,20130320:0800,3.8,24,T
1615,20130321:0800,1.5,24,T
1615,20130322:0800,3.1,24,T
1615,20130323:0800,2.9,24,T
1615,20130324:0800,3.3,24,T
1615,20130325:0800,3.3,24,T
1615,20130326:0800,3.3,24,T
1615,20130327:0800,3.4,24,T
1615,20130328:0800,3.4,24,T
1615,20130329:0800,3.3,24,T
1615,20130330:0800,3.0,24,T
1615,20130331:0800,1.5,24,T
1615,20130401:0800,2.3,24,T
1615,20130402:0800,2.1,24,T
1615,20130403:0800,2.6,24,T
1615,20130404:0800,3.0,24,T
1615,20130405:0800,1.1,24,T
1615,20130406:0800,1.8,24,T
1615,20130407:0900,0.9,24,T
1615,20130408:0900,1.9,24,T
1615,20130409:0900,2.2,24,T
1615,20130410:0900,2.2,24,T
1615,20130411:0900,2.0,24,T
1615,20130412:0900,2.2,24,T
1615,20130413:0900,2.0,24,T
1615,20130414:0900,2.2,24,T
1615,20130415:0900,1.9,24,T
1615,20130416:0900,0.8,24,T
1615,20130417:0900,0.4,24,T
1615,20130418:0900,1.3,24,T
1615,20130419:0900,1.6,24,T
1615,20130420:0900,1.6,24,T
1615,20130421:0900,0.7,24,T
1615,20130422:0900,1.0,24,T
1615,20130423:0900,1.3,24,T
1615,20130424:0900,1.6,24,T
1615,20130425:0900,1.4,24,T
1615,20130426:0900,1.4,24,T
1615,20130427:0900,1.6,24,T
1615,20130428:0900,1.2,24,T
1615,20130429:0900,1.6,24,T
1615,20130430:0900,1.7,24,T
1615,20130501:0900,1.4,24,T
1615,20130502:0900,1.4,24,T
1615,20130503:0900,1.2,24,T
1615,20130504:0900,1.1,24,T
1615,20130505:0900,0.9,24,T
1615,20130506:0900,1.1,24,T
1615,20130507:0900,0.5,24,T
1615,20130508:0900,1.1,24,T
1615,20130509:0900,0.8,24,T
1615,20130510:0900,0.6,24,T
1615,20130511:0900,0.6,24,T
1615,20130512:0900,0.8,24,T
1615,20130513:0900,0.9,24,T
1615,20130514:0900,1.0,24,T
1615,20130515:0900,0.9,24,T
1615,20130516:0900,0.6,24,T
1615,20130517:0900,0.9,24,T
1615,20130518:0900,0.3,24,T
1615,20130519:0900,0.6,24,T
1615,20130520:0900,0.9,24,T
1615,20130521:0900,0.9,24,T
1615,20130522:0900,0.2,24,T
1615,20130523:0900,0.5,24,T
1615,20130524:0900,0.6,24,T
1615,20130525:0900,0.5,24,T
1615,20130526:0900,0.2,24,T
1615,20130527:0900,0.9,24,T
1615,20130528:0900,0.6,24,T
1615,20130529:0900,0.3,24,T
1615,20130530:0900,0.3,24,T
1615,20130531:0900,0.3,24,T
1615,20130601:0900,0.4,24,T
1615,20130602:0900,0.5,24,T
1615,20130603:0900,0.4,24,T
