Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wharawhara Water Stn,1567,B75581,-37.57227,175.86206,132,H,N/A
Tauranga Aero Aws,1615,B76624,-37.673,176.196,4,G,Metservice
Whakamarama,1617,B76701,-37.73206,176.00218,255,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Station,Date(NZST),Percent(%),Depth(cm)

Evaporation (Priestley-Taylor ET)
Station,Date(NZST),Amount(mm),Period(Hrs),Type
1615,20031123:0800,0.0,-,-,-,24,D
1617,20031123:0800,15.0,-,30.4,0.0,24,D
1567,20031124:0800,2.0,-,45.8,0.0,24,D
1615,20031124:0800,3.0,-,-,-,24,D
1617,20031124:0800,14.0,-,19.5,0.0,24,D
1567,20031125:0800,28.0,-,21.0,0.0,24,D
1615,20031125:0800,0.2,-,-,-,24,D
1617,20031125:0800,0.0,-,22.7,0.0,24,D
1567,20031126:0800,44.0,-,0.0,19.8,24,D
1615,20031126:0800,17.2,-,-,-,24,D
1617,20031126:0800,0.0,-,25.8,0.0,24,D
1567,20031127:0800,18.0,-,0.0,14.8,24,D
1615,20031127:0800,2.6,-,-,-,24,D
1617,20031127:0800,30.0,-,0.0,1.1,24,D
1567,20031128:0800,6.0,-,0.0,2.8,24,D
1615,20031128:0800,0.0,-,-,-,24,D
1617,20031128:0800,3.0,-,0.1,0.0,24,D
1567,20031129:0800,4.0,-,0.0,0.8,24,D
1615,20031129:0800,0.2,-,-,-,24,D
1617,20031129:0800,1.0,-,2.3,0.0,24,D
1567,20031130:0800,0.0,-,3.2,0.0,24,D
1615,20031130:0800,0.0,-,107.3,0.0,24,D
1617,20031130:0800,0.0,-,5.4,0.0,24,D
1567,20031201:0800,0.0,-,6.4,0.0,24,D
1615,20031201:0800,0.0,-,109.7,0.0,24,D
1617,20031201:0800,0.0,-,8.9,0.0,24,D
1567,20031202:0800,0.0,-,10.4,0.0,24,D
1615,20031202:0800,0.0,-,112.3,0.0,24,D
1617,20031202:0800,0.0,-,12.6,0.0,24,D
1567,20031203:0800,0.0,-,14.4,0.0,24,D
1615,20031203:0800,0.0,-,114.6,0.0,24,D
1617,20031203:0800,0.0,-,16.2,0.0,24,D
1567,20031204:0800,0.0,-,18.4,0.0,24,D
1615,20031204:0800,0.0,-,116.9,0.0,24,D
1617,20031204:0800,0.0,-,19.8,0.0,24,D
1567,20031205:0800,0.0,-,22.4,0.0,24,D
1615,20031205:0800,0.0,-,119.0,0.0,24,D
1617,20031205:0800,0.0,-,23.4,0.0,24,D
1567,20031206:0800,0.0,-,26.4,0.0,24,D
1615,20031206:0800,0.0,-,120.9,0.0,24,D
1617,20031206:0800,0.0,-,27.1,0.0,24,D
1567,20031207:0800,13.6,-,16.9,0.0,24,D
1615,20031207:0800,1.6,-,121.1,0.0,24,D
1617,20031207:0800,8.0,-,22.7,0.0,24,D
1567,20031208:0800,0.0,-,20.9,0.0,24,D
1615,20031208:0800,0.0,-,123.0,0.0,24,D
1617,20031208:0800,0.0,-,26.3,0.0,24,D
1567,20031209:0800,6.4,-,18.5,0.0,24,D
1615,20031209:0800,7.8,-,116.9,0.0,24,D
1617,20031209:0800,10.0,-,20.0,0.0,24,D
1567,20031210:0800,30.5,-,0.0,8.0,24,D
1615,20031210:0800,14.6,-,104.4,0.0,24,D
1617,20031210:0800,36.0,-,0.0,12.4,24,D
1567,20031211:0800,0.7,-,3.3,0.0,24,D
1615,20031211:0800,7.8,-,99.4,0.0,24,D
1617,20031211:0800,0.0,-,3.6,0.0,24,D
1567,20031212:0800,45.0,-,0.0,37.7,24,D
1615,20031212:0800,0.0,-,102.6,0.0,24,D
1617,20031212:0800,6.0,-,1.3,0.0,24,D
1567,20031213:0800,4.2,-,0.0,0.2,24,D
1615,20031213:0800,0.0,-,105.6,0.0,24,D
1617,20031213:0800,0.0,-,4.9,0.0,24,D
1567,20031214:0800,0.2,-,3.8,0.0,24,D
1615,20031214:0800,0.0,-,108.4,0.0,24,D
1617,20031214:0800,0.0,-,8.5,0.0,24,D
1567,20031215:0800,3.2,-,4.6,0.0,24,D
1615,20031215:0800,0.2,-,110.8,0.0,24,D
1617,20031215:0800,4.0,-,8.1,0.0,24,D
1567,20031216:0800,0.0,-,8.6,0.0,24,D
1615,20031216:0800,0.0,-,113.3,0.0,24,D
1617,20031216:0800,0.0,-,11.8,0.0,24,D
1567,20031217:0800,6.3,-,6.4,0.0,24,D
1615,20031217:0800,2.0,-,113.6,0.0,24,D
1617,20031217:0800,4.0,-,11.4,0.0,24,D
1567,20031218:0800,0.0,-,10.4,0.0,24,D
1615,20031218:0800,0.0,-,115.9,0.0,24,D
1617,20031218:0800,0.0,-,15.0,0.0,24,D
1567,20031219:0800,0.0,-,14.4,0.0,24,D
1615,20031219:0800,0.0,-,118.1,0.0,24,D
1617,20031219:0800,0.0,-,18.7,0.0,24,D
1567,20031220:0800,0.0,-,18.4,0.0,24,D
1615,20031220:0800,0.0,-,120.1,0.0,24,D
1617,20031220:0800,0.0,-,22.3,0.0,24,D
1567,20031221:0800,0.0,-,22.4,0.0,24,D
1615,20031221:0800,0.0,-,122.0,0.0,24,D
1617,20031221:0800,10.0,-,15.9,0.0,24,D
1567,20031222:0800,12.4,-,14.0,0.0,24,D
1615,20031222:0800,5.6,-,118.1,0.0,24,D
1617,20031222:0800,1.0,-,18.5,0.0,24,D
1567,20031223:0800,4.8,-,13.2,0.0,24,D
1615,20031223:0800,1.2,-,118.9,0.0,24,D
1617,20031223:0800,8.0,-,14.2,0.0,24,D
1567,20031224:0800,10.3,-,6.9,0.0,24,D
1615,20031224:0800,3.6,-,117.3,0.0,24,D
1617,20031224:0800,14.0,-,3.8,0.0,24,D
1567,20031225:0800,13.5,-,0.0,2.5,24,D
1615,20031225:0800,7.2,-,112.2,0.0,24,D
1617,20031225:0800,2.0,-,5.4,0.0,24,D
1567,20031226:0800,4.0,-,0.0,0.0,24,D
1615,20031226:0800,0.0,-,114.5,0.0,24,D
1617,20031226:0800,0.0,-,9.1,0.0,24,D
1567,20031227:0800,0.0,-,4.0,0.0,24,D
1615,20031227:0800,0.0,-,116.8,0.0,24,D
1617,20031227:0800,0.0,-,12.7,0.0,24,D
1567,20031228:0800,0.0,-,8.0,0.0,24,D
1615,20031228:0800,0.0,-,118.9,0.0,24,D
1617,20031228:0800,0.0,-,16.3,0.0,24,D
1567,20031229:0800,9.1,-,3.0,0.0,24,D
1615,20031229:0800,3.2,-,117.6,0.0,24,D
1617,20031229:0800,0.0,-,20.0,0.0,24,D
1567,20031230:0800,15.4,-,0.0,8.4,24,D
1615,20031230:0800,17.8,-,101.9,0.0,24,D
1617,20031230:0800,33.0,-,0.0,9.4,24,D
1567,20031231:0800,0.5,-,3.5,0.0,24,D
1615,20031231:0800,0.0,-,104.9,0.0,24,D
1617,20031231:0800,0.0,-,3.6,0.0,24,D
1567,20040101:0800,0.0,-,7.5,0.0,24,D
1615,20040101:0800,0.0,-,107.8,0.0,24,D
1617,20040101:0800,0.0,-,7.3,0.0,24,D
1567,20040102:0800,0.0,-,12.0,0.0,24,D
1615,20040102:0800,0.0,-,110.8,0.0,24,D
1617,20040102:0800,0.0,-,11.7,0.0,24,D
1567,20040103:0800,0.0,-,16.4,0.0,24,D
1615,20040103:0800,0.0,-,113.7,0.0,24,D
1617,20040103:0800,0.0,-,16.1,0.0,24,D
1567,20040104:0800,0.0,-,20.9,0.0,24,D
1615,20040104:0800,0.0,-,116.3,0.0,24,D
1617,20040104:0800,0.0,-,20.5,0.0,24,D
1567,20040105:0800,0.0,-,25.3,0.0,24,D
1615,20040105:0800,0.0,-,118.7,0.0,24,D
1617,20040105:0800,0.0,-,24.9,0.0,24,D
1567,20040106:0800,0.0,-,29.8,0.0,24,D
1615,20040106:0800,0.0,-,121.0,0.0,24,D
1617,20040106:0800,0.0,-,29.4,0.0,24,D
1567,20040107:0800,0.0,-,34.2,0.0,24,D
1615,20040107:0800,0.8,-,122.3,0.0,24,D
1617,20040107:0800,0.0,-,33.8,0.0,24,D
1567,20040108:0800,3.0,-,35.7,0.0,24,D
1615,20040108:0800,0.8,-,123.5,0.0,24,D
1617,20040108:0800,5.0,-,33.2,0.0,24,D
1567,20040109:0800,0.0,-,40.1,0.0,24,D
1615,20040109:0800,0.0,-,125.4,0.0,24,D
1617,20040109:0800,0.0,-,37.6,0.0,24,D
1567,20040110:0800,0.0,-,44.6,0.0,24,D
1615,20040110:0800,0.0,-,127.2,0.0,24,D
1617,20040110:0800,0.0,-,42.0,0.0,24,D
1567,20040111:0800,0.0,-,49.0,0.0,24,D
1615,20040111:0800,0.0,-,128.9,0.0,24,D
1617,20040111:0800,0.0,-,46.5,0.0,24,D
1567,20040112:0800,0.0,-,53.5,0.0,24,D
1615,20040112:0800,0.0,-,130.4,0.0,24,D
1617,20040112:0800,0.0,-,50.9,0.0,24,D
1567,20040113:0800,0.0,-,57.9,0.0,24,D
1615,20040113:0800,0.0,-,131.8,0.0,24,D
1617,20040113:0800,0.0,-,55.3,0.0,24,D
1567,20040114:0800,0.0,-,62.4,0.0,24,D
1615,20040114:0800,0.0,-,133.2,0.0,24,D
1617,20040114:0800,0.0,-,59.7,0.0,24,D
1567,20040115:0800,0.0,-,66.8,0.0,24,D
1615,20040115:0800,0.0,-,134.4,0.0,24,D
1617,20040115:0800,0.0,-,64.1,0.0,24,D
1567,20040116:0800,0.0,-,71.3,0.0,24,D
1615,20040116:0800,0.0,-,135.5,0.0,24,D
1617,20040116:0800,0.0,-,68.5,0.0,24,D
1567,20040117:0800,0.0,-,75.8,0.0,24,D
1615,20040117:0800,0.0,-,136.6,0.0,24,D
1617,20040117:0800,0.0,-,73.0,0.0,24,D
1567,20040118:0800,0.0,-,80.2,0.0,24,D
1615,20040118:0800,0.0,-,137.5,0.0,24,D
1617,20040118:0800,0.0,-,77.4,0.0,24,D
1567,20040119:0800,0.0,-,84.3,0.0,24,D
1615,20040119:0800,0.0,-,138.4,0.0,24,D
1617,20040119:0800,0.0,-,81.7,0.0,24,D
1567,20040120:0800,13.2,-,75.0,0.0,24,D
1615,20040120:0800,11.8,-,127.5,0.0,24,D
1617,20040120:0800,12.0,-,73.7,0.0,24,D
1567,20040121:0800,6.1,-,73.4,0.0,24,D
1615,20040121:0800,4.8,-,124.3,0.0,24,D
1617,20040121:0800,12.0,-,66.1,0.0,24,D
1567,20040122:0800,0.0,-,77.8,0.0,24,D
1615,20040122:0800,0.0,-,126.2,0.0,24,D
1617,20040122:0800,1.5,-,69.0,0.0,24,D
1567,20040123:0800,0.0,-,82.1,0.0,24,D
1615,20040123:0800,1.4,-,126.5,0.0,24,D
1617,20040123:0800,0.0,-,73.5,0.0,24,D
1567,20040124:0800,0.0,-,86.1,0.0,24,D
1615,20040124:0800,0.0,-,128.2,0.0,24,D
1617,20040124:0800,0.0,-,77.9,0.0,24,D
1567,20040125:0800,0.0,-,89.9,0.0,24,D
1615,20040125:0800,0.0,-,129.8,0.0,24,D
1617,20040125:0800,0.0,-,82.1,0.0,24,D
1567,20040126:0800,0.0,-,93.5,0.0,24,D
1615,20040126:0800,0.0,-,131.3,0.0,24,D
1617,20040126:0800,0.0,-,86.1,0.0,24,D
1567,20040127:0800,0.0,-,96.8,0.0,24,D
1615,20040127:0800,0.0,-,132.6,0.0,24,D
1617,20040127:0800,0.0,-,89.9,0.0,24,D
1567,20040128:0800,27.4,-,72.6,0.0,24,D
1615,20040128:0800,0.0,-,133.9,0.0,24,D
1617,20040128:0800,0.0,-,93.4,0.0,24,D
1567,20040129:0800,0.0,-,77.0,0.0,24,D
1615,20040129:0800,0.0,-,135.0,0.0,24,D
1617,20040129:0800,12.0,-,84.8,0.0,24,D
1567,20040130:0800,0.0,-,81.4,0.0,24,D
1615,20040130:0800,0.0,-,136.1,0.0,24,D
1617,20040130:0800,0.0,-,88.6,0.0,24,D
1567,20040131:0800,0.0,-,85.4,0.0,24,D
1615,20040131:0800,10.8,-,126.3,0.0,24,D
1617,20040131:0800,28.0,-,64.2,0.0,24,D
1567,20040201:0800,69.1,-,20.2,0.0,24,D
1615,20040201:0800,5.0,-,123.1,0.0,24,D
1617,20040201:0800,14.0,-,54.4,0.0,24,D
1567,20040202:0800,15.8,-,7.7,0.0,24,D
1615,20040202:0800,18.4,-,106.1,0.0,24,D
1617,20040202:0800,40.0,-,17.5,0.0,24,D
1567,20040203:0800,106.4,-,0.0,95.4,24,D
1615,20040203:0800,61.0,-,47.3,0.0,24,D
1617,20040203:0800,68.0,-,0.0,47.4,24,D
1567,20040204:0800,13.5,-,0.0,10.2,24,D
1615,20040204:0800,3.0,-,48.2,0.0,24,D
1617,20040204:0800,2.0,-,1.1,0.0,24,D
1567,20040205:0800,26.5,-,0.0,23.2,24,D
1615,20040205:0800,22.0,-,30.1,0.0,24,D
1617,20040205:0800,25.0,-,0.0,20.8,24,D
1567,20040206:0800,6.8,-,0.0,3.5,24,D
1615,20040206:0800,3.6,-,30.4,0.0,24,D
1617,20040206:0800,0.0,-,3.1,0.0,24,D
1567,20040207:0800,8.3,-,0.0,5.0,24,D
1615,20040207:0800,1.8,-,32.5,0.0,24,D
1617,20040207:0800,14.0,-,0.0,7.8,24,D
1567,20040208:0800,0.0,-,3.3,0.0,24,D
1615,20040208:0800,0.0,-,36.3,0.0,24,D
1617,20040208:0800,0.0,-,3.1,0.0,24,D
1567,20040209:0800,0.0,-,6.6,0.0,24,D
1615,20040209:0800,0.2,-,40.0,0.0,24,D
1617,20040209:0800,4.0,-,2.2,0.0,24,D
1567,20040210:0800,0.0,-,9.9,0.0,24,D
1615,20040210:0800,0.0,-,43.9,0.0,24,D
1617,20040210:0800,0.0,-,5.3,0.0,24,D
1567,20040211:0800,0.0,-,13.2,0.0,24,D
1615,20040211:0800,0.0,-,47.8,0.0,24,D
1617,20040211:0800,0.0,-,8.4,0.0,24,D
1567,20040212:0800,0.0,-,16.5,0.0,24,D
1615,20040212:0800,0.0,-,51.7,0.0,24,D
1617,20040212:0800,0.0,-,11.5,0.0,24,D
1567,20040213:0800,23.5,-,0.0,3.7,24,D
1615,20040213:0800,2.4,-,53.2,0.0,24,D
1617,20040213:0800,14.0,-,0.6,0.0,24,D
1567,20040214:0800,16.3,-,0.0,13.0,24,D
1615,20040214:0800,15.6,-,41.4,0.0,24,D
1617,20040214:0800,0.0,-,3.7,0.0,24,D
1567,20040215:0800,5.0,-,0.0,1.7,24,D
1615,20040215:0800,0.0,-,45.3,0.0,24,D
1617,20040215:0800,8.0,-,0.0,1.2,24,D
1567,20040216:0800,20.8,-,0.0,17.5,24,D
1615,20040216:0800,0.0,-,49.2,0.0,24,D
1617,20040216:0800,14.0,-,0.0,10.9,24,D
1567,20040217:0800,5.6,-,0.0,2.3,24,D
1615,20040217:0800,2.0,-,51.1,0.0,24,D
1617,20040217:0800,0.0,-,3.1,0.0,24,D
1567,20040218:0800,0.0,-,3.3,0.0,24,D
1615,20040218:0800,0.0,-,55.0,0.0,24,D
1617,20040218:0800,0.0,-,6.2,0.0,24,D
1567,20040219:0800,0.0,-,6.6,0.0,24,D
1615,20040219:0800,0.0,-,58.9,0.0,24,D
1617,20040219:0800,0.0,-,9.3,0.0,24,D
1567,20040220:0800,32.8,-,0.0,22.9,24,D
1615,20040220:0800,13.8,-,48.9,0.0,24,D
1617,20040220:0800,28.0,-,0.0,15.6,24,D
1567,20040221:0800,1.7,-,1.6,0.0,24,D
1615,20040221:0800,2.6,-,50.2,0.0,24,D
1617,20040221:0800,9.0,-,0.0,5.9,24,D
1567,20040222:0800,0.5,-,4.4,0.0,24,D
1615,20040222:0800,0.0,-,54.1,0.0,24,D
1617,20040222:0800,1.0,-,2.1,0.0,24,D
1567,20040223:0800,0.0,-,7.7,0.0,24,D
1615,20040223:0800,0.0,-,58.0,0.0,24,D
1617,20040223:0800,7.0,-,0.0,1.8,24,D
1567,20040224:0800,6.0,-,5.0,0.0,24,D
1615,20040224:0800,3.2,-,58.7,0.0,24,D
1617,20040224:0800,0.0,-,3.1,0.0,24,D
1567,20040225:0800,0.0,-,8.3,0.0,24,D
1615,20040225:0800,0.0,-,62.5,0.0,24,D
1617,20040225:0800,0.0,-,6.2,0.0,24,D
1567,20040226:0800,0.0,-,11.6,0.0,24,D
1615,20040226:0800,0.0,-,66.4,0.0,24,D
1617,20040226:0800,0.0,-,9.3,0.0,24,D
1567,20040227:0800,0.0,-,14.9,0.0,24,D
1615,20040227:0800,0.4,-,69.9,0.0,24,D
1617,20040227:0800,0.0,-,12.4,0.0,24,D
1567,20040228:0800,44.0,-,0.0,25.8,24,D
1615,20040228:0800,13.8,-,60.0,0.0,24,D
1617,20040228:0800,10.0,-,5.5,0.0,24,D
1567,20040229:0800,124.0,-,0.0,120.7,24,D
1615,20040229:0800,68.4,-,0.0,4.5,24,D
1617,20040229:0800,156.0,-,0.0,147.4,24,D
1567,20040301:0800,0.0,-,3.3,0.0,24,D
1615,20040301:0800,5.0,-,0.0,1.1,24,D
1617,20040301:0800,12.0,-,0.0,8.9,24,D
1567,20040302:0800,2.0,-,4.1,0.0,24,D
1615,20040302:0800,0.0,-,3.5,0.0,24,D
1617,20040302:0800,6.0,-,0.0,3.1,24,D
1567,20040303:0800,0.0,-,6.9,0.0,24,D
1615,20040303:0800,0.6,-,6.5,0.0,24,D
1617,20040303:0800,0.0,-,2.9,0.0,24,D
1567,20040304:0800,5.8,-,3.9,0.0,24,D
1615,20040304:0800,5.4,-,4.6,0.0,24,D
1617,20040304:0800,0.0,-,5.7,0.0,24,D
1567,20040305:0800,0.0,-,6.7,0.0,24,D
1615,20040305:0800,0.0,-,8.1,0.0,24,D
1617,20040305:0800,0.0,-,8.6,0.0,24,D
1567,20040306:0800,0.0,-,9.4,0.0,24,D
1615,20040306:0800,0.0,-,11.7,0.0,24,D
1617,20040306:0800,0.0,-,11.5,0.0,24,D
1567,20040307:0800,0.0,-,12.2,0.0,24,D
1615,20040307:0800,0.0,-,15.2,0.0,24,D
1617,20040307:0800,0.0,-,14.3,0.0,24,D
1567,20040308:0800,0.0,-,15.0,0.0,24,D
1615,20040308:0800,0.0,-,18.7,0.0,24,D
1617,20040308:0800,0.0,-,17.2,0.0,24,D
1567,20040309:0800,0.0,-,17.8,0.0,24,D
1615,20040309:0800,0.0,-,22.3,0.0,24,D
1617,20040309:0800,0.0,-,20.1,0.0,24,D
1567,20040310:0800,0.0,-,20.6,0.0,24,D
1615,20040310:0800,0.0,-,25.8,0.0,24,D
1617,20040310:0800,0.0,-,22.9,0.0,24,D
1567,20040311:0800,0.0,-,23.4,0.0,24,D
1615,20040311:0800,0.0,-,29.4,0.0,24,D
1617,20040311:0800,0.0,-,25.8,0.0,24,D
1567,20040312:0800,0.0,-,26.2,0.0,24,D
1615,20040312:0800,0.0,-,32.9,0.0,24,D
1617,20040312:0800,0.0,-,28.7,0.0,24,D
1567,20040313:0800,0.0,-,29.0,0.0,24,D
1615,20040313:0800,0.0,-,36.4,0.0,24,D
1617,20040313:0800,0.0,-,31.5,0.0,24,D
1567,20040314:0800,0.0,-,31.8,0.0,24,D
1615,20040314:0800,0.0,-,40.0,0.0,24,D
1617,20040314:0800,0.0,-,34.4,0.0,24,D
1567,20040315:0800,0.0,-,34.6,0.0,24,D
1615,20040315:0800,0.0,-,43.5,0.0,24,D
1617,20040315:0800,0.0,-,37.3,0.0,24,D
1567,20040316:0800,0.0,-,37.4,0.0,24,D
1615,20040316:0800,0.0,-,47.0,0.0,24,D
1617,20040316:0800,0.0,-,40.1,0.0,24,D
1567,20040317:0800,4.5,-,35.6,0.0,24,D
1615,20040317:0800,7.0,-,43.6,0.0,24,D
1617,20040317:0800,0.0,-,43.0,0.0,24,D
1567,20040318:0800,0.0,-,38.4,0.0,24,D
1615,20040318:0800,2.0,-,45.1,0.0,24,D
1617,20040318:0800,8.5,-,37.4,0.0,24,D
1567,20040319:0800,0.0,-,41.2,0.0,24,D
1615,20040319:0800,0.0,-,48.6,0.0,24,D
1617,20040319:0800,0.0,-,40.3,0.0,24,D
1567,20040320:0800,0.0,-,44.0,0.0,24,D
1615,20040320:0800,0.0,-,52.2,0.0,24,D
1617,20040320:0800,0.0,-,43.1,0.0,24,D
1567,20040321:0900,0.0,-,46.8,0.0,24,D
1615,20040321:0900,0.0,-,55.7,0.0,24,D
1617,20040321:0900,0.0,-,46.0,0.0,24,D
1567,20040322:0900,0.0,-,49.6,0.0,24,D
1615,20040322:0900,0.0,-,59.2,0.0,24,D
1617,20040322:0900,0.0,-,48.9,0.0,24,D
1567,20040323:0900,0.0,-,52.4,0.0,24,D
1615,20040323:0900,0.0,-,62.8,0.0,24,D
1617,20040323:0900,0.0,-,51.7,0.0,24,D
1567,20040324:0900,0.0,-,55.2,0.0,24,D
1615,20040324:0900,0.0,-,66.3,0.0,24,D
1617,20040324:0900,0.0,-,54.6,0.0,24,D
1567,20040325:0900,0.0,-,58.0,0.0,24,D
1615,20040325:0900,0.0,-,69.9,0.0,24,D
1617,20040325:0900,0.0,-,57.5,0.0,24,D
1567,20040326:0900,0.0,-,60.8,0.0,24,D
1615,20040326:0900,0.0,-,73.4,0.0,24,D
1617,20040326:0900,0.0,-,60.3,0.0,24,D
1567,20040327:0900,0.0,-,63.5,0.0,24,D
1615,20040327:0900,0.0,-,76.9,0.0,24,D
1617,20040327:0900,0.0,-,63.2,0.0,24,D
1567,20040328:0900,0.0,-,66.3,0.0,24,D
1615,20040328:0900,0.0,-,80.4,0.0,24,D
1617,20040328:0900,0.0,-,66.1,0.0,24,D
1567,20040329:0900,0.0,-,69.1,0.0,24,D
1615,20040329:0900,0.0,-,83.6,0.0,24,D
1617,20040329:0900,0.0,-,68.9,0.0,24,D
1567,20040330:0900,0.0,-,71.9,0.0,24,D
1615,20040330:0900,0.0,-,86.8,0.0,24,D
1617,20040330:0900,1.0,-,70.8,0.0,24,D
1567,20040331:0900,0.0,-,74.7,0.0,24,D
1615,20040331:0900,0.0,-,89.8,0.0,24,D
1617,20040331:0900,0.0,-,73.7,0.0,24,D
1567,20040401:0900,0.0,-,77.5,0.0,24,D
1615,20040401:0900,0.0,-,92.6,0.0,24,D
1617,20040401:0900,0.0,-,76.5,0.0,24,D
1567,20040402:0900,0.0,-,79.0,0.0,24,D
1615,20040402:0900,0.0,-,94.2,0.0,24,D
1617,20040402:0900,0.0,-,77.9,0.0,24,D
1567,20040403:0900,2.4,-,78.1,0.0,24,D
1615,20040403:0900,0.0,-,95.7,0.0,24,D
1617,20040403:0900,2.0,-,77.2,0.0,24,D
1567,20040404:0900,0.0,-,79.5,0.0,24,D
1615,20040404:0900,0.0,-,97.2,0.0,24,D
1617,20040404:0900,0.0,-,78.6,0.0,24,D
1567,20040405:0900,0.0,-,81.0,0.0,24,D
1615,20040405:0900,0.0,-,98.7,0.0,24,D
1617,20040405:0900,0.0,-,79.9,0.0,24,D
1567,20040406:0900,0.0,-,82.4,0.0,24,D
1615,20040406:0900,0.0,-,100.1,0.0,24,D
1617,20040406:0900,0.0,-,81.2,0.0,24,D
1567,20040407:0900,0.7,-,83.1,0.0,24,D
1615,20040407:0900,0.0,-,101.5,0.0,24,D
1617,20040407:0900,0.0,-,82.5,0.0,24,D
1567,20040408:0900,0.0,-,84.5,0.0,24,D
1615,20040408:0900,0.0,-,102.9,0.0,24,D
1617,20040408:0900,0.0,-,83.7,0.0,24,D
1567,20040409:0900,0.0,-,85.8,0.0,24,D
1615,20040409:0900,1.2,-,103.0,0.0,24,D
1617,20040409:0900,2.5,-,82.4,0.0,24,D
1567,20040410:0900,0.0,-,87.2,0.0,24,D
1615,20040410:0900,0.4,-,103.9,0.0,24,D
1617,20040410:0900,1.0,-,82.7,0.0,24,D
1567,20040411:0900,0.0,-,88.5,0.0,24,D
1615,20040411:0900,0.0,-,105.2,0.0,24,D
1617,20040411:0900,0.0,-,83.9,0.0,24,D
1567,20040412:0900,0.0,-,89.7,0.0,24,D
1615,20040412:0900,0.0,-,106.4,0.0,24,D
1617,20040412:0900,1.0,-,84.1,0.0,24,D
1567,20040413:0900,0.0,-,91.0,0.0,24,D
1615,20040413:0900,0.0,-,107.6,0.0,24,D
1617,20040413:0900,0.0,-,85.4,0.0,24,D
1567,20040414:0900,0.0,-,92.2,0.0,24,D
1615,20040414:0900,0.0,-,108.8,0.0,24,D
1617,20040414:0900,0.0,-,86.6,0.0,24,D
1567,20040415:0900,0.0,-,93.4,0.0,24,D
1615,20040415:0900,0.0,-,109.9,0.0,24,D
1617,20040415:0900,0.0,-,87.7,0.0,24,D
1567,20040416:0900,0.0,-,94.5,0.0,24,D
1615,20040416:0900,0.0,-,111.1,0.0,24,D
1617,20040416:0900,0.0,-,88.9,0.0,24,D
1567,20040417:0900,0.0,-,95.7,0.0,24,D
1615,20040417:0900,0.0,-,112.1,0.0,24,D
1617,20040417:0900,0.0,-,90.0,0.0,24,D
1567,20040418:0900,0.0,-,96.8,0.0,24,D
1615,20040418:0900,0.0,-,113.2,0.0,24,D
1617,20040418:0900,0.0,-,91.1,0.0,24,D
1567,20040419:0900,0.0,-,97.9,0.0,24,D
1615,20040419:0900,0.0,-,114.2,0.0,24,D
1617,20040419:0900,0.0,-,92.2,0.0,24,D
1567,20040420:0900,0.0,-,99.0,0.0,24,D
1615,20040420:0900,0.0,-,115.2,0.0,24,D
1617,20040420:0900,0.0,-,93.3,0.0,24,D
1567,20040421:0900,0.0,-,100.0,0.0,24,D
1615,20040421:0900,0.0,-,116.2,0.0,24,D
1617,20040421:0900,0.0,-,94.3,0.0,24,D
1567,20040422:0900,0.0,-,101.1,0.0,24,D
1615,20040422:0900,0.0,-,117.1,0.0,24,D
1617,20040422:0900,0.0,-,95.4,0.0,24,D
1567,20040423:0900,0.0,-,102.1,0.0,24,D
1615,20040423:0900,0.0,-,118.0,0.0,24,D
1617,20040423:0900,0.0,-,96.4,0.0,24,D
1567,20040424:0900,0.0,-,103.1,0.0,24,D
1615,20040424:0900,0.0,-,118.9,0.0,24,D
1617,20040424:0900,0.0,-,97.4,0.0,24,D
1567,20040425:0900,0.0,-,104.0,0.0,24,D
1615,20040425:0900,0.2,-,119.6,0.0,24,D
1617,20040425:0900,3.0,-,95.3,0.0,24,D
1567,20040426:0900,0.0,-,105.0,0.0,24,D
1615,20040426:0900,0.2,-,120.2,0.0,24,D
1617,20040426:0900,3.0,-,93.3,0.0,24,D
1567,20040427:0900,0.0,-,105.9,0.0,24,D
1615,20040427:0900,2.8,-,118.3,0.0,24,D
1617,20040427:0900,2.0,-,92.4,0.0,24,D
1567,20040428:0900,8.9,-,97.9,0.0,24,D
1615,20040428:0900,77.0,-,42.1,0.0,24,D
1617,20040428:0900,66.0,-,27.5,0.0,24,D
1567,20040429:0900,56.5,-,42.5,0.0,24,D
1615,20040429:0900,129.8,-,0.0,85.6,24,D
1617,20040429:0900,175.0,-,0.0,146.2,24,D
1567,20040430:0900,132.8,-,0.0,88.8,24,D
1615,20040430:0900,14.4,-,0.0,12.3,24,D
1617,20040430:0900,21.0,-,0.0,19.6,24,D
1567,20040501:0900,1.3,-,0.2,0.0,24,D
1615,20040501:0900,3.2,-,0.0,1.1,24,D
1617,20040501:0900,0.0,-,1.4,0.0,24,D
1567,20040502:0900,40.8,-,0.0,39.5,24,D
1615,20040502:0900,40.8,-,0.0,39.5,24,D
1617,20040502:0900,48.0,-,0.0,45.8,24,D
1567,20040503:0900,0.0,-,1.0,0.0,24,D
1615,20040503:0900,4.6,-,0.0,3.3,24,D
1617,20040503:0900,5.0,-,0.0,4.1,24,D
