--------------------------------------------------------------------------------
                      SDDP Solver. © Oscar Dowson, 2017.
--------------------------------------------------------------------------------
    Solver:
        Serial solver
    Model:
        Stages:         52
        States:         5
        Subproblems:    110
        Value Function: Default
--------------------------------------------------------------------------------
              Objective              |  Cut  Passes    Simulations   Total    
     Simulation       Bound   % Gap  |   #     Time     #    Time    Time     
--------------------------------------------------------------------------------
        3.270K         4.879K        |   441   139.6      0    0.0   145.0 
        4.515K         4.879K        |   442   140.1      0    0.0   145.4 
        5.396K         4.879K        |   443   140.6      0    0.0   145.9 
        4.079K         4.878K        |   444   141.0      0    0.0   146.4 
        4.444K         4.878K        |   445   141.5      0    0.0   146.8 
        4.062K         4.878K        |   446   142.0      0    0.0   147.3 
        7.731K         4.878K        |   447   142.5      0    0.0   147.8 
        6.233K         4.878K        |   448   142.9      0    0.0   148.3 
        5.233K         4.878K        |   449   143.4      0    0.0   148.8 
        5.161K         4.878K        |   450   143.9      0    0.0   149.8 
      -19.382K         4.878K        |   451   144.4      0    0.0   150.3 
        3.767K         4.878K        |   452   144.8      0    0.0   150.7 
        3.229K         4.878K        |   453   145.1      0    0.0   151.0 
        3.513K         4.878K        |   454   145.5      0    0.0   151.4 
        5.490K         4.878K        |   455   145.9      0    0.0   151.8 
        4.150K         4.878K        |   456   146.3      0    0.0   152.2 
        3.670K         4.878K        |   457   146.7      0    0.0   152.6 
        3.851K         4.878K        |   458   147.1      0    0.0   153.0 
        6.067K         4.878K        |   459   147.5      0    0.0   153.4 
        6.651K         4.878K        |   460   147.9      0    0.0   153.9 
        4.423K         4.878K        |   461   148.4      0    0.0   154.3 
        4.012K         4.878K        |   462   148.8      0    0.0   154.7 
        6.314K         4.878K        |   463   149.2      0    0.0   155.1 
        2.067K         4.878K        |   464   149.6      0    0.0   155.5 
        2.965K         4.878K        |   465   150.0      0    0.0   155.9 
        3.813K         4.878K        |   466   150.4      0    0.0   156.3 
        6.569K         4.878K        |   467   150.9      0    0.0   156.8 
        4.949K         4.878K        |   468   151.3      0    0.0   157.2 
        2.677K         4.878K        |   469   151.7      0    0.0   157.6 
        3.082K         4.878K        |   470   152.1      0    0.0   158.0 
        7.485K         4.878K        |   471   152.5      0    0.0   158.5 
        3.932K         4.878K        |   472   153.0      0    0.0   158.9 
        5.307K         4.878K        |   473   153.4      0    0.0   159.3 
        3.927K         4.878K        |   474   153.8      0    0.0   159.8 
        6.145K         4.878K        |   475   154.3      0    0.0   160.2 
        3.084K         4.878K        |   476   154.7      0    0.0   160.6 
        4.958K         4.878K        |   477   155.1      0    0.0   161.1 
        5.373K         4.878K        |   478   155.6      0    0.0   161.5 
        8.162K         4.878K        |   479   156.0      0    0.0   161.9 
        5.135K         4.878K        |   480   156.5      0    0.0   162.4 
        6.025K         4.878K        |   481   156.9      0    0.0   162.8 
        2.813K         4.878K        |   482   157.4      0    0.0   163.3 
        6.861K         4.878K        |   483   157.8      0    0.0   163.7 
        5.186K         4.878K        |   484   158.2      0    0.0   164.2 
        2.457K         4.878K        |   485   158.7      0    0.0   164.6 
        3.351K         4.878K        |   486   159.1      0    0.0   165.1 
        5.066K         4.878K        |   487   159.6      0    0.0   165.5 
        4.479K         4.877K        |   488   160.1      0    0.0   166.0 
        2.698K         4.877K        |   489   160.5      0    0.0   166.5 
        3.824K         4.877K        |   490   161.0      0    0.0   166.9 
        5.763K         4.877K        |   491   161.4      0    0.0   167.4 
        5.029K         4.877K        |   492   161.9      0    0.0   167.8 
        4.737K         4.877K        |   493   162.3      0    0.0   168.3 
        5.752K         4.877K        |   494   162.8      0    0.0   168.7 
        5.214K         4.877K        |   495   163.3      0    0.0   169.2 
        7.164K         4.877K        |   496   163.7      0    0.0   169.7 
        5.876K         4.877K        |   497   164.2      0    0.0   170.1 
        4.066K         4.877K        |   498   164.6      0    0.0   170.6 
        7.222K         4.877K        |   499   165.1      0    0.0   171.0 
        4.106K         4.877K        |   500   165.6      0    0.0   172.1 
--------------------------------------------------------------------------------
 ──────────────────────────────────────────────────────────────────────────────
       Timing statistics               Time                   Allocations      
                               ──────────────────────   ───────────────────────
       Tot / % measured:             173s / 99.4%           17.6GiB / 100%     

 Section               ncalls     time   %tot     avg     alloc   %tot      avg
 ──────────────────────────────────────────────────────────────────────────────
 Solve                      1     172s   100%    172s   17.6GiB  100%   17.6GiB
   Iteration Phase        500     166s  96.2%   331ms   16.4GiB  93.3%  33.7MiB
     Backward Pass        500     159s  92.7%   319ms   16.1GiB  91.2%  32.9MiB
       JuMP.solve       1.12M     143s  83.0%   128μs   14.5GiB  82.2%  13.6KiB
         optimize!      1.12M     118s  68.7%   106μs   2.85GiB  16.2%  2.68KiB
         prep JuMP ...  1.12M    13.6s  7.92%  12.2μs   6.79GiB  38.6%  6.38KiB
         getsolution    1.12M    9.75s  5.67%  8.74μs   4.70GiB  26.7%  4.42KiB
       Cut addition     52.5k    10.7s  6.21%   204μs   1.10GiB  6.26%  22.0KiB
         cut to file    52.5k    401ms  0.23%  7.63μs   70.8MiB  0.39%  1.38KiB
         risk measure   52.5k   72.2ms  0.04%  1.37μs   54.7MiB  0.30%  1.07KiB
     Forward Pass         500    6.12s  3.56%  12.2ms    384MiB  2.13%   786KiB
       JuMP.solve       26.0k    5.70s  3.32%   219μs    357MiB  1.98%  14.0KiB
         optimize!      26.0k    3.73s  2.17%   143μs   63.9MiB  0.35%  2.52KiB
         prep JuMP ...  26.0k    1.12s  0.65%  43.0μs    180MiB  1.00%  7.10KiB
         getsolution    26.0k    304ms  0.18%  11.7μs    107MiB  0.60%  4.23KiB
   Cut Selection           10    5.72s  3.32%   572ms   1.17GiB  6.63%   120MiB
 ──────────────────────────────────────────────────────────────────────────────
    Other Statistics:
        Iterations:         500
        Termination Status: max_iterations
================================================================================
