"year","week","rainfall","evapotranspiration"
2016,39,134.3,11.7
2017,39,0.0,3.8
1997,40,62.3,15.3
1998,40,20.8,16.7
1999,40,56.96666666666667,18.3
2000,40,31.833333333333332,15.1
2001,40,51.633333333333326,19.7
2002,40,10.666666666666668,15.8
2003,40,94.6,12.7
2004,40,11.433333333333334,14.7
2005,40,116.23333333333332,16.7
2006,40,55.66666666666667,16.900000000000002
2007,40,61.3,16.0
2008,40,8.7,19.0
2009,40,45.0,15.600000000000001
2010,40,6.366666666666667,20.8
2011,40,53.46666666666666,19.6
2012,40,19.766666666666666,19.4
2013,40,10.466666666666667,21.1
2014,40,26.4,17.3
2015,40,19.733333333333334,18.9
2016,40,48.53333333333333,16.7
1997,41,15.633333333333331,17.2
1998,41,12.049999999999999,15.799999999999999
1999,41,8.933333333333334,21.700000000000003
2000,41,38.6,17.1
2001,41,35.86666666666667,17.000000000000004
2002,41,7.066666666666666,20.899999999999995
2003,41,47.93333333333334,16.3
2004,41,89.46666666666667,16.0
2005,41,66.89999999999999,15.600000000000001
2006,41,7.766666666666667,22.2
2007,41,63.666666666666664,18.1
2008,41,48.46666666666667,12.899999999999999
2009,41,85.03333333333333,11.0
2010,41,22.666666666666664,18.7
2011,41,126.63333333333333,13.700000000000001
2012,41,23.433333333333334,17.3
2013,41,33.36666666666667,17.700000000000003
2014,41,8.200000000000001,16.9
2015,41,2.1333333333333333,22.6
2016,41,18.43333333333333,15.8
1997,42,38.800000000000004,19.1
1998,42,64.69999999999999,17.700000000000003
1999,42,17.666666666666668,21.0
2000,42,2.066666666666667,24.599999999999998
2001,42,33.56666666666667,21.5
2002,42,27.266666666666666,19.9
2003,42,44.199999999999996,20.6
2004,42,9.366666666666667,18.0
2005,42,76.33333333333334,19.099999999999998
2006,42,9.033333333333333,17.3
2007,42,41.0,18.3
2008,42,29.333333333333332,20.099999999999998
2009,42,47.2,17.2
2010,42,11.833333333333334,24.9
2011,42,29.933333333333334,20.4
2012,42,38.166666666666664,23.7
2013,42,13.966666666666665,22.099999999999998
2014,42,34.13333333333333,23.1
2015,42,9.933333333333334,20.9
2016,42,5.066666666666666,24.4
1997,43,34.4,19.8
1998,43,17.7,20.5
1999,43,15.533333333333333,19.0
2000,43,20.96666666666667,24.1
2001,43,5.4,19.4
2002,43,20.866666666666667,19.7
2003,43,12.966666666666667,25.2
2004,43,17.733333333333334,22.799999999999997
2005,43,0.0,29.8
2006,43,19.933333333333334,17.7
2007,43,4.4,27.000000000000004
2008,43,48.1,19.9
2009,43,16.0,18.6
2010,43,0.0,31.800000000000004
2011,43,16.8,22.1
2012,43,19.333333333333336,21.0
2013,43,2.3333333333333335,22.6
2014,43,1.2,23.5
2015,43,17.866666666666667,19.699999999999996
2016,43,21.633333333333333,25.499999999999996
1997,44,5.0,29.999999999999996
1998,44,26.55,23.5
1999,44,192.86666666666665,20.0
2000,44,58.43333333333334,24.700000000000003
2001,44,66.9,23.1
2002,44,26.46666666666667,22.4
2003,44,34.6,21.200000000000003
2004,44,60.83333333333333,20.700000000000003
2005,44,3.0,25.8
2006,44,12.133333333333331,22.6
2007,44,5.066666666666667,25.2
2008,44,12.366666666666667,20.6
2009,44,15.76666666666667,22.5
2010,44,9.0,28.5
2011,44,26.53333333333333,29.8
2012,44,8.399999999999999,28.600000000000005
2013,44,4.266666666666667,26.6
2014,44,22.533333333333335,22.1
2015,44,10.0,24.400000000000002
2016,44,3.2,27.900000000000002
1997,45,23.5,22.5
1998,45,40.833333333333336,27.5
1999,45,65.63333333333333,21.299999999999997
2000,45,39.6,18.6
2001,45,27.466666666666665,27.3
2002,45,25.666666666666664,22.6
2003,45,21.73333333333333,22.499999999999996
2004,45,15.2,23.6
2005,45,23.833333333333332,28.0
2006,45,52.43333333333334,23.799999999999997
2007,45,14.699999999999998,20.700000000000003
2008,45,18.866666666666667,22.5
2009,45,8.133333333333333,24.400000000000002
2010,45,3.0,32.8
2011,45,14.366666666666665,28.700000000000003
2012,45,0.0,29.599999999999998
2013,45,77.26666666666668,30.0
2014,45,17.333333333333332,24.4
2015,45,20.933333333333334,27.799999999999997
2016,45,52.93333333333334,28.7
1997,46,26.13333333333333,21.9
1998,46,0.0,32.2
1999,46,31.0,32.0
2000,46,0.5666666666666667,29.3
2001,46,16.466666666666665,24.5
2002,46,7.2,25.6
2003,46,10.133333333333333,22.400000000000002
2004,46,29.633333333333333,26.499999999999996
2005,46,2.8666666666666667,28.700000000000003
2006,46,28.9,26.799999999999997
2007,46,20.533333333333335,26.800000000000004
2008,46,0.0,28.4
2009,46,2.9333333333333336,21.799999999999997
2010,46,17.1,31.599999999999998
2011,46,0.8333333333333333,34.7
2012,46,44.39999999999999,19.700000000000003
2013,46,0.0,34.4
2014,46,36.166666666666664,26.0
2015,46,12.466666666666665,31.799999999999997
2016,46,35.666666666666664,21.4
1997,47,23.933333333333334,22.2
1998,47,16.96666666666667,29.599999999999998
1999,47,29.0,28.500000000000004
2000,47,14.833333333333334,23.200000000000003
2001,47,47.63333333333333,22.900000000000002
2002,47,20.7,26.5
2003,47,5.0,30.0
2004,47,45.13333333333334,21.499999999999996
2005,47,62.516666666666666,23.3
2006,47,7.233333333333333,27.6
2007,47,4.333333333333333,30.499999999999996
2008,47,7.766666666666667,27.9
2009,47,12.0,25.999999999999996
2010,47,26.9,34.9
2011,47,11.0,33.4
2012,47,1.9666666666666668,35.4
2013,47,8.066666666666666,38.800000000000004
2014,47,21.766666666666666,20.9
2015,47,68.26666666666667,20.799999999999997
2016,47,11.733333333333334,36.099999999999994
1997,48,6.266666666666667,32.2
1998,48,29.699999999999996,20.6
1999,48,22.5,29.8
2000,48,27.866666666666664,28.299999999999997
2001,48,109.86666666666667,20.7
2002,48,14.466666666666667,29.599999999999998
2003,48,57.73333333333334,21.0
2004,48,31.63333333333333,25.4
2005,48,2.9000000000000004,30.900000000000002
2006,48,14.966666666666669,26.4
2007,48,14.333333333333334,35.3
2008,48,40.333333333333336,32.300000000000004
2009,48,2.5666666666666664,36.00000000000001
2010,48,4.933333333333334,32.9
2011,48,26.6,34.3
2012,48,0.0,33.8
2013,48,79.2,32.6
2014,48,5.933333333333333,32.6
2015,48,25.8,33.6
2016,48,5.966666666666666,30.700000000000003
1997,49,26.233333333333334,22.3
1998,49,201.63333333333333,21.8
1999,49,22.333333333333336,33.099999999999994
2000,49,37.10000000000001,33.8
2001,49,88.83333333333333,24.9
2002,49,29.46666666666667,31.200000000000003
2003,49,7.733333333333333,33.7
2004,49,52.366666666666674,22.3
2005,49,55.03333333333333,27.1
2006,49,30.266666666666666,28.5
2007,49,50.36666666666666,26.699999999999996
2008,49,4.6,33.099999999999994
2009,49,89.16666666666667,18.6
2010,49,15.866666666666665,32.9
2011,49,62.10000000000001,35.4
2012,49,46.96666666666667,26.200000000000003
2013,49,142.46666666666667,23.0
2014,49,2.2666666666666666,32.89999999999999
2015,49,15.200000000000001,28.900000000000006
2016,49,26.4,25.8
1997,50,5.366666666666667,27.799999999999997
1998,50,4.466666666666667,31.8
1999,50,22.533333333333335,31.5
2000,50,16.133333333333333,27.4
2001,50,42.2,29.4
2002,50,19.8,27.9
2003,50,56.4,30.699999999999996
2004,50,8.0,29.9
2005,50,119.9,27.4
2006,50,0.0,36.4
2007,50,31.033333333333335,27.5
2008,50,34.2,30.8
2009,50,3.5,39.8
2010,50,87.76666666666667,22.299999999999997
2011,50,165.33333333333331,23.099999999999998
2012,50,5.0,36.8
2013,50,0.06666666666666667,35.0
2014,50,28.200000000000003,25.9
2015,50,15.533333333333335,31.599999999999998
2016,50,0.6666666666666666,34.0
1997,51,22.233333333333334,34.9
1998,51,46.13333333333333,30.800000000000004
1999,51,31.86666666666667,29.1
2000,51,1.0,37.7
2001,51,111.96666666666665,24.9
2002,51,46.03333333333333,29.0
2003,51,9.9,36.4
2004,51,31.3,26.199999999999996
2005,51,71.16666666666666,30.699999999999996
2006,51,51.666666666666664,24.6
2007,51,40.4,29.199999999999996
2008,51,25.799999999999997,27.6
2009,51,3.466666666666667,42.2
2010,51,71.99999999999999,30.799999999999997
2011,51,53.2,30.699999999999996
2012,51,19.666666666666668,33.0
2013,51,0.0,42.800000000000004
2014,51,155.0,24.700000000000003
2015,51,8.633333333333333,29.0
2016,51,25.666666666666668,35.7
1997,52,18.53333333333333,35.199999999999996
1998,52,0.26666666666666666,38.2
1999,52,2.0666666666666664,21.200000000000003
2000,52,68.5,26.999999999999996
2001,52,41.400000000000006,28.100000000000005
2002,52,8.666666666666668,34.699999999999996
2003,52,29.199999999999996,25.799999999999997
2004,52,43.96666666666667,23.9
2005,52,3.3,29.199999999999996
2006,52,1.9333333333333333,34.300000000000004
2007,52,5.166666666666667,18.7
2008,52,37.96666666666667,30.400000000000002
2009,52,6.7,40.9
2010,52,13.066666666666666,22.7
2011,52,122.0,34.8
2012,52,218.0,28.6
2013,52,69.43333333333334,28.4
2014,52,0.06666666666666667,34.800000000000004
2015,52,38.06666666666667,35.6
2016,52,0.0,30.299999999999997
2017,52,0.0,5.7
