--------------------------------------------------------------------------------
                      SDDP Solver. © Oscar Dowson, 2017.
--------------------------------------------------------------------------------
    Solver:
        Serial solver
    Model:
        Stages:         52
        States:         5
        Subproblems:    110
        Value Function: Default
--------------------------------------------------------------------------------
              Objective              |  Cut  Passes    Simulations   Total    
     Simulation       Bound   % Gap  |   #     Time     #    Time    Time     
--------------------------------------------------------------------------------
        6.461K         6.755K        |   441   277.4      0    0.0   278.2 
        6.732K         6.755K        |   442   278.4      0    0.0   279.1 
        6.728K         6.755K        |   443   279.3      0    0.0   280.1 
        5.340K         6.755K        |   444   280.3      0    0.0   281.1 
        6.619K         6.754K        |   445   281.3      0    0.0   282.0 
        9.237K         6.754K        |   446   282.4      0    0.0   283.1 
        7.950K         6.754K        |   447   283.4      0    0.0   284.2 
        5.388K         6.754K        |   448   284.4      0    0.0   285.2 
        6.730K         6.754K        |   449   285.4      0    0.0   286.2 
        5.424K         6.754K        |   450   286.5      0    0.0   287.3 
        4.166K         6.754K        |   451   287.6      0    0.0   288.4 
        6.723K         6.754K        |   452   288.6      0    0.0   289.4 
        5.451K         6.754K        |   453   289.7      0    0.0   290.5 
        9.317K         6.754K        |   454   290.7      0    0.0   291.5 
        3.920K         6.754K        |   455   291.9      0    0.0   292.7 
        5.679K         6.754K        |   456   292.9      0    0.0   293.7 
        6.680K         6.754K        |   457   293.9      0    0.0   294.7 
        8.405K         6.754K        |   458   295.1      0    0.0   295.9 
        5.477K         6.754K        |   459   296.1      0    0.0   296.9 
        6.854K         6.754K        |   460   297.1      0    0.0   297.9 
        8.168K         6.754K        |   461   298.1      0    0.0   298.9 
        4.214K         6.754K        |   462   299.2      0    0.0   300.0 
        5.655K         6.754K        |   463   300.2      0    0.0   301.0 
        9.369K         6.754K        |   464   301.3      0    0.0   302.1 
        8.647K         6.754K        |   465   302.4      0    0.0   303.2 
        7.868K         6.754K        |   466   303.4      0    0.0   304.2 
        5.427K         6.754K        |   467   304.4      0    0.0   305.2 
        4.104K         6.754K        |   468   305.6      0    0.0   306.4 
        6.823K         6.754K        |   469   306.6      0    0.0   307.4 
        5.505K         6.754K        |   470   307.7      0    0.0   308.5 
        6.987K         6.754K        |   471   308.7      0    0.0   309.5 
        5.598K         6.754K        |   472   309.8      0    0.0   310.6 
        6.995K         6.754K        |   473   310.8      0    0.0   311.6 
        9.543K         6.754K        |   474   311.9      0    0.0   312.7 
        6.753K         6.754K        |   475   312.9      0    0.0   313.7 
        8.002K         6.754K        |   476   314.0      0    0.0   314.8 
        8.374K         6.754K        |   477   315.0      0    0.0   315.8 
        6.590K         6.754K        |   478   316.0      0    0.0   316.9 
        5.335K         6.754K        |   479   317.1      0    0.0   317.9 
        8.033K         6.754K        |   480   318.2      0    0.0   319.0 
        6.819K         6.754K        |   481   319.3      0    0.0   320.2 
        5.485K         6.754K        |   482   320.4      0    0.0   321.3 
        6.437K         6.754K        |   483   321.6      0    0.0   322.4 
        6.739K         6.754K        |   484   322.7      0    0.0   323.5 
        4.361K         6.754K        |   485   323.8      0    0.0   324.7 
        5.420K         6.754K        |   486   324.9      0    0.0   325.8 
        5.337K         6.754K        |   487   326.1      0    0.0   326.9 
        6.813K         6.754K        |   488   327.1      0    0.0   328.0 
        8.037K         6.754K        |   489   328.2      0    0.0   329.1 
        6.811K         6.754K        |   490   329.4      0    0.0   330.2 
        3.954K         6.754K        |   491   330.6      0    0.0   331.4 
        4.238K         6.754K        |   492   331.7      0    0.0   332.6 
        5.498K         6.754K        |   493   332.8      0    0.0   333.7 
        6.444K         6.754K        |   494   333.9      0    0.0   334.8 
        9.609K         6.754K        |   495   335.1      0    0.0   335.9 
        5.489K         6.754K        |   496   336.2      0    0.0   337.1 
        6.903K         6.754K        |   497   337.4      0    0.0   338.3 
        7.970K         6.754K        |   498   338.6      0    0.0   339.4 
        5.231K         6.754K        |   499   339.8      0    0.0   340.6 
        5.463K         6.754K        |   500   340.9      0    0.0   341.8 
--------------------------------------------------------------------------------
 [1m──────────────────────────────────────────────────────────────────────────────[22m
 [1m      Timing statistics       [22m        Time                   Allocations      
                               ──────────────────────   ───────────────────────
       Tot / % measured:             342s / 100%            27.1GiB / 100%     

 Section               ncalls     time   %tot     avg     alloc   %tot      avg
 ──────────────────────────────────────────────────────────────────────────────
 Solve                      1     342s   100%    342s   27.1GiB  100%   27.1GiB
   Iteration Phase        500     341s   100%   682ms   27.1GiB  100%   55.4MiB
     Backward Pass        500     331s  97.0%   663ms   26.4GiB  97.7%  54.1MiB
       JuMP.solve       1.12M     319s  93.3%   286μs   25.6GiB  94.7%  24.1KiB
         optimize!      1.12M     212s  62.1%   190μs         -  0.00%        -
         prep JuMP ...  1.12M    90.9s  26.6%  81.4μs   17.9GiB  66.1%  16.8KiB
         getsolution    1.12M    13.7s  4.02%  12.3μs   7.60GiB  28.1%  7.14KiB
       Cut addition     52.5k    5.58s  1.63%   106μs    317MiB  1.14%  6.19KiB
         cut to file    52.5k    417ms  0.12%  7.94μs   70.6MiB  0.25%  1.38KiB
         risk measure   52.5k   74.5ms  0.02%  1.42μs   54.8MiB  0.20%  1.07KiB
     Forward Pass         500    9.43s  2.76%  18.9ms    648MiB  2.34%  1.30MiB
       JuMP.solve       26.0k    8.99s  2.63%   346μs    621MiB  2.24%  24.5KiB
         optimize!      26.0k    5.86s  1.72%   226μs         -  0.00%        -
         prep JuMP ...  26.0k    2.70s  0.79%   104μs    434MiB  1.57%  17.1KiB
         getsolution    26.0k    387ms  0.11%  14.9μs    183MiB  0.66%  7.23KiB
 [1m──────────────────────────────────────────────────────────────────────────────[22m
    Other Statistics:
        Iterations:         500
        Termination Status: max_iterations
================================================================================
